id_contrat;Expo;type_produit;Statut_cloture;recup_tot_realise;lgd ;tx_recup_total_realisee;controle;duree ;date_entree_defaut;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;M17;M18;M19;M20;M21;M22;M23;M24;M25;M26;M27;M28;M29;M30;M31;M32;M33;M34;M35;M36;M37;M38;M39;M40;M41;M42;M43;M44;M45;M46;M47;M48
723320117;4381; Classique ;clos;1377;0.333485505592331;0.66651449440767;1;48;2015;46;45;44;21;0;40;60;12;35;49;40;2;57;5;11;33;25;41;4;47;30;3;39;6;4;50;38;14;12;26;17;54;41;22;6;25;43;47;33;10;13;33;36;35;53;8;54;8
616955822;3713; Classique ;clos;1288;0.373552383517371;0.626447616482629;1;48;2015;68;21;44;31;7;23;48;25;39;48;31;1;28;31;24;23;9;32;32;15;44;21;13;46;46;28;45;19;45;29;37;20;10;5;31;11;14;30;31;18;1;38;18;30;14;28;5;31
605177664;5520; Classique ;clos;1357;0.474094202898551;0.525905797101449;1;48;2015;27;31;56;18;20;8;36;32;24;29;51;5;56;7;47;13;0;17;3;54;4;24;0;22;25;47;50;14;20;10;46;14;18;60;24;52;59;20;16;50;31;47;15;20;23;51;1;60
168100348;4402; Classique ;clos;1010;0.482507950931395;0.517492049068605;1;48;2015;42;37;6;44;21;19;7;22;4;1;38;2;35;1;17;23;44;35;14;41;35;14;26;4;28;30;8;26;14;26;22;0;31;0;41;36;3;7;0;5;4;29;39;42;35;25;5;22
750928702;6620; Classique ;clos;1678;0.344712990936556;0.655287009063444;1;48;2015;7;32;9;33;55;52;32;41;38;46;8;57;15;1;26;0;77;5;57;27;35;77;27;16;68;23;23;68;44;46;68;2;15;61;48;56;3;16;1;72;39;8;36;0;43;76;29;60
684296094;3488; Classique ;clos;834;0.488532110091743;0.511467889908257;1;48;2015;9;15;15;30;0;20;9;7;15;2;5;4;33;32;36;16;21;6;11;1;36;9;11;26;32;16;17;7;28;16;2;36;34;14;37;3;6;17;26;20;4;35;5;28;20;21;35;6
535757719;1317; Facilities ;clos;367;0.4958238420653;0.5041761579347;1;48;2015;21;3;3;4;7;0;13;4;7;10;6;9;2;2;8;11;12;2;0;8;11;11;11;2;13;8;12;13;8;3;10;10;8;11;0;12;13;13;3;12;2;6;9;4;6;6;11;7
585132578;1066; Facilities ;clos;274;0.464352720450281;0.535647279549719;1;48;2015;8;3;2;9;10;11;2;4;8;5;10;8;9;2;5;0;11;3;9;0;5;7;3;6;6;6;6;1;3;10;5;5;5;9;8;6;11;4;4;1;4;8;1;9;11;0;10;1
288035367;6305; Classique ;clos;1827;0.374306106264869;0.625693893735131;1;48;2015;38;34;43;23;30;68;74;23;44;29;47;9;6;48;17;37;70;49;33;0;57;8;68;34;50;49;11;46;76;0;11;77;43;54;24;75;60;65;21;7;28;5;21;33;28;79;50;25
573013853;4704; Classique ;clos;1425;0.428996598639456;0.571003401360544;1;48;2015;91;36;50;5;12;27;28;42;21;42;25;1;48;11;40;26;14;27;51;34;52;33;3;13;36;0;49;19;35;26;48;22;50;35;7;29;34;55;31;10;22;8;2;49;20;38;35;33
503463567;1607; Facilities ;clos;455;0.424393279402614;0.575606720597386;1;48;2015;1;15;15;17;8;15;5;2;17;4;6;16;13;15;11;18;12;16;12;17;1;14;13;14;1;0;0;6;9;14;19;6;8;0;4;17;11;2;6;0;8;6;14;4;10;11;13;9
773149066;4477; Classique ;clos;1045;0.460352914898369;0.539647085101631;1;48;2015;7;30;31;7;45;23;11;19;16;24;21;45;17;17;25;15;23;15;38;15;8;12;47;16;12;10;7;25;26;30;12;41;27;13;43;37;13;18;38;22;10;39;25;35;1;15;14;5
993646743;3689; Classique ;clos;962;0.416915153158037;0.583084846841963;1;48;2015;22;2;6;1;15;5;26;2;43;30;5;43;6;40;24;26;24;31;18;11;10;15;36;28;29;20;21;1;36;35;18;21;40;27;5;44;6;22;11;9;25;17;23;31;22;16;6;8
141938735;5449; Classique ;clos;1209;0.499541200220224;0.500458799779776;1;48;2015;9;3;48;34;13;12;12;37;33;28;23;32;48;38;6;6;2;44;32;16;27;49;17;10;24;31;51;40;6;43;28;47;48;5;3;18;0;40;55;54;13;25;3;5;5;47;18;21
457818342;2309; Facilities ;clos;722;0.353832828064097;0.646167171935903;1;48;2015;0;21;31;19;8;28;17;9;14;31;10;13;8;2;14;28;10;19;15;29;0;18;5;26;25;31;15;14;7;18;16;30;12;10;21;9;14;5;25;9;23;9;1;4;22;11;2;14
121865371;5087; Classique ;clos;1724;0.31256143109888;0.68743856890112;1;48;2015;66;20;14;28;52;61;29;36;46;48;59;14;35;13;65;70;36;3;28;51;42;31;33;47;68;64;27;2;67;10;19;65;0;48;4;54;47;18;61;15;57;16;13;12;47;37;6;40
137895742;2960; Facilities ;clos;844;0.336148648648649;0.663851351351351;1;48;2015;10;29;15;0;21;3;18;11;4;27;35;17;36;16;4;22;21;20;4;1;22;40;22;10;36;14;20;0;9;31;13;14;18;15;0;37;15;5;4;20;30;38;31;14;35;28;8;1
722167917;3252; Classique ;clos;997;0.36469864698647;0.63530135301353;1;48;2015;39;24;43;3;39;19;43;41;2;9;36;2;32;37;39;3;8;22;4;34;3;43;24;39;5;40;33;32;3;19;2;21;19;2;24;8;26;4;16;20;3;23;20;2;27;19;27;14
482128629;7306; Classique ;clos;2338;0.335067068163154;0.664932931836846;1;48;2015;111;66;44;100;58;71;97;33;38;3;18;51;62;28;4;59;37;47;38;48;26;46;24;38;57;44;90;46;72;13;37;41;34;24;21;97;12;4;97;10;76;40;82;18;87;94;16;79
497684980;5623; Classique ;clos;1631;0.397474657656055;0.602525342343945;1;48;2015;54;44;48;36;53;19;43;45;41;70;7;4;36;5;16;9;52;44;0;64;69;21;67;21;13;59;38;22;66;58;10;4;30;66;23;6;64;36;23;50;51;4;41;8;19;68;4;0
666433330;4225; Classique ;clos;1378;0.396213017751479;0.603786982248521;1;48;2015;80;33;0;24;23;43;0;32;4;53;18;19;37;43;12;51;5;41;26;34;20;43;28;24;7;13;22;35;18;43;49;36;23;48;30;52;1;52;35;6;19;35;3;47;16;50;8;37
814276317;6233; Classique ;clos;1689;0.346703032247714;0.653296967752286;1;48;2015;10;51;53;72;72;37;56;5;28;2;23;58;20;12;5;9;57;7;53;64;13;14;14;56;76;4;33;30;42;72;54;10;30;75;71;45;2;58;15;8;1;63;30;81;41;2;20;35
584894629;1635; Facilities ;clos;417;0.498470948012232;0.501529051987768;1;48;2015;1;9;11;12;8;16;11;0;10;10;10;12;9;6;3;3;14;5;17;5;9;0;4;5;16;0;4;9;9;2;10;14;4;17;13;17;12;5;3;12;15;2;14;3;8;15;13;10
290572237;3634; Classique ;clos;1378;0.330214639515685;0.669785360484315;1;48;2015;21;21;33;11;29;49;8;34;49;12;33;49;37;18;32;19;29;26;2;14;47;50;44;33;8;46;35;50;15;2;18;47;26;44;48;9;17;49;36;44;40;47;6;30;26;0;24;11
925607536;4871; Classique ;clos;1327;0.43132826934921;0.56867173065079;1;48;2015;21;43;45;44;35;56;26;42;45;14;39;11;44;12;48;19;5;3;24;28;29;27;53;45;28;12;21;4;45;25;57;41;11;35;44;11;35;4;43;18;0;1;2;34;42;14;25;17
663790044;3822; Classique ;clos;1130;0.452119309262166;0.547880690737834;1;48;2015;0;18;15;35;35;41;43;9;7;37;9;24;0;39;41;28;41;43;12;29;41;5;9;11;38;14;1;10;38;10;5;18;34;22;7;28;42;12;35;7;32;26;32;32;27;41;4;43
593408407;2245; Facilities ;clos;778;0.344766146993318;0.655233853006681;1;48;2015;28;6;17;13;15;15;1;11;9;27;26;25;30;19;3;30;14;0;24;10;6;14;28;12;28;16;0;30;14;13;5;15;7;23;12;27;23;7;24;21;25;2;26;27;6;24;9;11
717920432;1840; Facilities ;clos;643;0.309782608695652;0.690217391304348;1;48;2015;18;18;9;3;6;13;18;16;6;26;8;23;11;25;18;13;5;10;8;0;25;10;25;20;4;1;21;18;26;8;19;7;7;6;15;15;18;22;14;21;18;6;0;26;9;6;18;4
691313428;5141; Classique ;clos;1397;0.485314141217662;0.514685858782338;1;48;2015;6;2;37;27;45;20;17;35;44;51;16;2;55;22;53;1;42;34;24;18;21;25;38;18;20;29;47;49;23;55;27;42;52;21;32;0;16;33;17;20;10;35;49;13;48;47;47;12
467549964;6184; Classique ;clos;2201;0.348318240620957;0.651681759379043;1;48;2015;12;75;25;15;25;60;14;66;83;15;70;64;53;45;37;41;27;53;29;81;46;23;20;73;72;47;5;80;31;45;52;3;58;58;23;45;70;83;50;48;33;44;83;40;36;59;28;56
615151463;2896; Facilities ;clos;817;0.421961325966851;0.578038674033149;1;48;2015;1;25;24;23;5;0;27;7;12;21;10;24;26;22;3;29;32;10;6;28;25;24;22;23;0;34;2;6;9;13;1;24;25;25;13;5;22;22;16;7;33;17;1;22;29;24;28;10
761706650;1010; Facilities ;clos;315;0.373267326732673;0.626732673267327;1;48;2015;10;5;9;7;12;10;9;2;2;8;4;12;0;2;9;4;9;2;13;4;4;9;10;3;5;10;8;9;0;12;6;3;4;7;0;4;7;7;0;12;12;7;7;0;9;11;6;10
749600476;2287; Facilities ;clos;847;0.369479667686926;0.630520332313074;1;48;2015;41;17;2;20;20;17;14;13;23;5;17;12;6;15;22;18;29;28;23;15;30;29;15;17;11;15;23;25;29;18;25;24;22;1;19;17;21;28;14;22;26;2;2;14;1;21;12;7
596584780;6740; Classique ;clos;1815;0.437833827893175;0.562166172106825;1;48;2015;65;33;54;38;65;11;0;22;9;36;2;10;34;31;20;12;78;68;56;40;71;35;40;18;10;44;75;61;61;44;78;11;31;27;54;15;9;61;69;66;44;18;4;34;33;52;48;18
742223384;1968; Facilities ;clos;499;0.476626016260163;0.523373983739837;1;48;2015;12;16;17;15;10;9;3;11;2;18;5;19;8;7;0;3;13;3;13;12;13;5;7;8;21;19;14;12;12;5;19;3;13;12;2;10;18;4;7;13;14;4;16;7;6;17;1;21
342966412;7471; Classique ;clos;1816;0.499933074554946;0.500066925445054;1;48;2015;46;27;69;38;1;7;58;71;49;11;10;11;0;35;20;27;3;71;22;63;71;18;45;61;71;77;53;3;62;1;10;36;54;75;64;61;23;21;33;10;66;74;6;7;27;42;39;67
881384509;5413; Classique ;clos;1794;0.329392203953445;0.670607796046555;1;48;2015;105;47;30;3;23;3;69;6;45;50;5;4;72;22;14;13;8;7;40;21;53;62;44;49;14;55;53;42;68;26;35;21;67;30;32;71;66;32;41;39;44;58;63;55;2;24;37;24
348596708;2118; Facilities ;clos;648;0.405099150141643;0.594900849858357;1;48;2015;0;23;20;12;19;19;21;20;4;0;25;5;7;3;11;20;5;23;20;15;24;21;10;4;19;18;6;7;20;10;3;10;10;19;26;0;19;3;13;10;23;18;14;25;5;15;12;12
802436440;1590; Facilities ;clos;471;0.475471698113208;0.524528301886792;1;48;2015;10;1;7;16;15;9;13;4;4;12;10;16;16;17;14;1;2;15;3;11;12;6;16;3;7;15;15;3;6;17;11;10;15;13;11;6;15;5;5;16;12;7;5;10;8;12;6;8
853854873;2478; Facilities ;clos;859;0.391444713478612;0.608555286521388;1;48;2015;7;23;3;18;12;19;28;28;30;15;21;3;19;20;21;28;19;18;23;24;25;14;24;8;0;31;8;20;30;10;31;10;20;30;12;3;8;11;9;3;22;18;28;28;24;22;14;17
971473298;4970; Classique ;clos;1622;0.45271629778672;0.54728370221328;1;48;2015;104;8;54;51;56;5;56;26;24;43;56;56;55;50;21;45;4;31;41;55;56;14;22;34;7;24;48;18;47;11;51;14;33;49;5;43;42;40;15;52;0;31;23;26;8;1;34;33
829822748;4903; Classique ;clos;1234;0.487660615949419;0.512339384050581;1;48;2015;53;41;36;32;3;41;18;3;28;24;10;39;33;0;11;0;0;42;10;47;27;33;44;2;18;1;22;52;35;38;7;39;20;43;45;44;38;9;7;43;36;4;32;0;36;25;40;23
317731547;3900; Classique ;clos;1120;0.358974358974359;0.641025641025641;1;48;2015;63;39;16;34;8;27;3;20;28;8;1;0;10;31;2;3;29;4;20;47;0;43;31;9;0;47;32;9;32;26;20;17;34;1;37;31;12;8;32;48;32;29;50;36;26;36;42;7
975798345;5410; Classique ;clos;1739;0.343992606284658;0.656007393715342;1;48;2015;13;15;34;17;51;58;31;16;62;40;34;5;1;10;52;60;54;22;52;69;41;11;31;14;31;72;53;70;5;64;25;33;12;44;32;43;7;10;66;73;68;18;6;29;28;62;32;63
155116431;3176; Classique ;clos;1039;0.378463476070529;0.621536523929471;1;48;2015;8;22;18;22;22;36;31;8;14;29;37;29;37;26;32;15;26;34;23;37;39;1;22;39;17;19;36;40;20;0;25;5;21;26;24;1;39;11;0;15;6;23;9;32;10;11;24;18
194083536;6351; Classique ;clos;1952;0.419618957644465;0.580381042355535;1;48;2015;29;47;43;0;1;41;69;57;12;17;54;47;9;28;7;42;74;52;27;40;53;3;15;8;13;65;58;45;59;2;40;35;14;76;56;47;47;71;71;76;70;43;47;28;73;45;64;32
382757504;5757; Classique ;clos;1612;0.424700364773319;0.575299635226681;1;48;2015;9;48;50;25;35;1;44;19;47;30;51;0;10;40;11;5;11;26;63;27;41;44;40;47;46;63;52;61;5;60;47;28;1;25;48;50;29;56;51;10;18;52;63;2;34;8;11;68
985455114;1804; Facilities ;clos;605;0.379711751662971;0.620288248337029;1;48;2015;38;16;8;22;13;22;22;2;14;8;21;9;4;23;9;10;16;2;15;11;4;14;16;14;5;17;18;16;3;18;0;21;3;0;16;11;10;10;21;0;22;3;19;20;10;3;13;13
856800827;3017; Classique ;clos;927;0.401060656281074;0.598939343718926;1;48;2015;3;18;30;1;0;7;26;18;32;13;26;29;31;19;28;20;31;27;5;33;33;25;34;34;16;12;1;19;28;18;6;12;19;21;10;31;5;37;31;8;1;17;13;37;28;4;13;17
892576661;2306; Facilities ;clos;603;0.435819601040763;0.564180398959237;1;48;2015;41;8;16;23;23;11;12;25;0;4;13;7;1;14;22;14;21;12;7;1;8;22;27;6;8;27;2;7;11;25;20;22;0;26;1;8;11;7;12;11;26;5;16;5;0;1;11;3
312110560;6548; Classique ;clos;1702;0.481215638362859;0.518784361637141;1;48;2015;57;61;6;56;6;69;3;26;65;66;18;22;36;32;17;64;10;42;7;34;26;64;18;46;21;66;44;16;40;15;40;70;6;33;25;31;61;28;11;33;54;56;4;41;36;49;46;25
189192371;1356; Facilities ;clos;347;0.481563421828909;0.518436578171091;1;48;2015;6;2;12;14;6;7;14;14;14;1;0;13;5;10;11;9;6;1;4;10;3;12;11;5;4;11;12;0;11;4;5;12;0;13;11;1;1;6;4;5;1;2;6;11;11;10;7;9
913664282;5336; Classique ;clos;1633;0.387556221889055;0.612443778110945;1;48;2015;51;16;60;49;8;53;41;67;5;3;19;57;27;49;50;13;51;47;39;26;39;50;44;11;22;55;25;26;63;39;34;29;27;63;34;15;22;25;6;15;44;21;29;12;53;32;12;55
539796480;2978; Facilities ;clos;817;0.364338482202821;0.635661517797179;1;48;2015;16;30;38;39;32;2;25;37;36;14;31;30;4;1;11;1;17;4;6;4;22;13;5;17;31;2;24;21;21;39;13;26;0;22;6;17;31;22;24;8;3;19;3;5;10;30;3;2
927633660;6381; Classique ;clos;1970;0.40322833411691;0.59677166588309;1;48;2015;34;66;34;47;19;57;72;60;47;68;51;17;71;71;64;19;1;75;19;55;77;47;69;29;39;46;24;20;29;22;12;13;52;37;45;45;50;44;27;45;44;57;9;23;18;46;49;5
934496342;3835; Classique ;clos;1176;0.36870925684485;0.63129074315515;1;48;2015;2;40;47;43;28;4;27;28;19;30;1;23;45;47;10;23;16;21;38;24;12;32;2;31;17;2;32;24;21;19;31;7;43;2;14;24;20;21;37;39;20;43;48;0;44;35;35;5
891220281;7404; Classique ;clos;1705;0.449081577525662;0.550918422474338;1;48;2015;14;6;28;15;19;83;0;33;3;29;5;74;14;20;71;34;19;47;18;33;60;21;19;1;58;21;0;69;52;0;1;82;84;75;79;36;50;1;44;27;17;42;39;33;64;20;73;72
700958690;6899; Classique ;clos;2294;0.352369908682418;0.647630091317582;1;48;2015;146;82;2;77;47;82;52;46;26;68;22;80;53;78;73;40;68;1;9;17;53;70;32;23;21;60;30;22;5;85;75;15;64;9;32;78;23;17;2;92;58;46;42;44;72;57;36;62
585629931;3661; Classique ;clos;1160;0.41272876263316;0.58727123736684;1;48;2015;33;9;44;35;29;16;34;0;21;11;11;21;43;25;42;28;7;30;36;42;41;35;27;36;35;3;3;11;28;21;32;31;21;39;1;21;36;10;29;6;36;2;38;35;3;9;15;39
482995128;6480; Classique ;clos;2293;0.317592592592593;0.682407407407407;1;48;2015;22;37;71;27;42;2;3;90;33;17;90;89;64;13;13;52;12;10;48;20;63;21;90;91;79;34;67;28;40;20;91;27;41;33;19;39;54;88;59;56;69;66;68;42;78;22;77;76
655296337;2010; Facilities ;clos;511;0.481592039800995;0.518407960199005;1;48;2015;0;4;13;3;14;3;6;20;12;6;13;10;18;2;21;16;20;21;4;7;21;14;13;11;1;13;7;6;20;10;8;1;5;11;14;13;17;17;0;9;8;19;13;8;19;7;7;6
484454558;3154; Classique ;clos;1135;0.354787571337983;0.645212428662016;1;48;2015;89;7;31;34;28;42;38;7;3;30;21;40;1;29;21;39;12;21;30;36;32;39;40;11;37;31;42;14;10;29;40;30;6;39;33;0;11;3;13;11;0;1;12;38;11;26;13;4
810774110;4450; Classique ;clos;1395;0.414831460674157;0.585168539325843;1;48;2015;140;15;17;11;7;18;4;0;36;54;5;48;12;7;52;37;1;40;15;27;50;25;46;28;50;16;38;12;29;46;23;21;52;51;46;52;41;1;13;30;15;11;18;27;15;49;13;31
475684625;6877; Classique ;clos;2270;0.370801221462847;0.629198778537153;1;48;2015;56;71;57;75;35;7;64;45;0;66;17;51;10;71;47;81;19;39;6;72;31;34;89;1;16;76;5;33;29;56;90;52;26;26;59;19;56;87;90;39;60;88;63;54;83;13;36;70
347176045;6619; Classique ;clos;2157;0.388427254872337;0.611572745127663;1;48;2015;198;79;2;38;40;84;60;70;33;1;9;22;34;14;48;34;5;41;51;78;41;10;0;40;63;9;49;31;16;79;75;10;72;52;2;43;74;67;83;14;16;24;70;41;51;56;68;60
209908386;7201; Classique ;clos;2246;0.411748368282183;0.588251631717817;1;48;2015;38;83;17;77;9;23;45;28;21;38;44;14;62;14;74;87;82;69;36;47;56;76;8;63;63;49;63;5;46;45;65;29;24;67;12;40;42;41;19;7;87;54;75;62;84;35;80;41
791733529;3642; Classique ;clos;1275;0.342668863261944;0.657331136738056;1;48;2015;43;13;34;40;33;43;16;48;28;36;10;3;20;41;48;35;20;12;39;0;4;47;30;35;20;23;46;30;45;29;26;44;29;20;2;19;26;18;3;12;47;17;36;40;33;18;14;0
827354297;4163; Classique ;clos;1218;0.478501080951237;0.521498919048763;1;48;2015;125;31;27;0;24;39;29;2;27;23;28;41;24;40;0;14;34;44;19;6;38;33;28;45;40;15;10;14;14;17;35;6;35;33;33;13;25;29;3;6;5;6;37;17;29;8;33;34
182089628;5157; Classique ;clos;1702;0.380259840992825;0.619740159007175;1;48;2015;143;43;34;47;61;21;43;2;13;61;21;29;52;12;29;31;15;65;8;5;10;45;2;5;42;63;0;31;5;55;14;35;9;8;58;31;36;62;26;51;51;36;66;65;63;0;45;53
246485681;6214; Classique ;clos;1710;0.452526552944963;0.547473447055037;1;48;2015;108;1;13;70;70;67;16;39;69;57;68;34;33;10;1;41;9;67;63;30;0;50;19;44;0;15;1;17;4;28;18;54;28;31;21;61;29;70;63;63;20;27;24;4;17;66;1;69
844030272;5078; Classique ;clos;1551;0.327884994092162;0.672115005907838;1;48;2015;0;71;27;45;40;22;6;58;58;5;55;4;45;25;5;51;2;9;47;38;16;22;56;34;17;3;69;17;51;21;21;59;31;40;37;52;56;47;56;3;20;67;2;25;37;48;28;3
414919313;2372; Facilities ;clos;771;0.359190556492411;0.640809443507589;1;48;2015;69;5;24;15;23;16;11;17;16;3;7;7;24;19;8;24;2;5;6;23;28;7;7;17;7;10;13;9;5;30;11;27;13;11;27;25;0;14;17;18;20;8;23;18;23;15;14;30
699489016;5906; Classique ;clos;1639;0.476633931594988;0.523366068405012;1;48;2015;38;17;45;41;30;18;44;62;49;36;16;50;27;32;44;61;46;49;39;47;54;6;14;25;27;28;10;15;19;1;50;48;43;15;34;53;6;7;54;54;39;55;40;42;42;5;52;10
504754652;2297; Facilities ;clos;503;0.47627340008707;0.52372659991293;1;48;2015;1;0;13;3;4;12;16;2;8;9;21;13;16;0;0;2;16;0;10;19;2;23;6;5;8;4;21;24;18;3;0;24;22;20;19;1;12;0;22;19;18;23;2;2;6;7;24;3
546450163;2089; Facilities ;clos;707;0.362853039731929;0.637146960268071;1;48;2015;46;18;22;22;3;3;19;10;7;16;3;14;16;19;10;27;25;5;5;4;1;4;20;17;16;9;26;27;23;18;17;11;27;17;0;20;6;13;17;24;13;10;18;18;2;3;15;21
401288203;1976; Facilities ;clos;657;0.331983805668016;0.668016194331984;1;48;2015;9;18;23;4;3;19;25;11;5;1;6;25;13;25;2;0;6;13;15;8;19;10;20;7;17;5;22;12;16;14;8;2;22;26;12;21;20;25;21;1;15;25;12;19;16;7;15;17
626201531;6175; Classique ;clos;2061;0.336518218623482;0.663481781376518;1;48;2015;23;30;32;22;51;64;25;32;79;49;18;59;2;75;35;72;28;81;72;84;4;68;10;80;22;47;3;55;81;25;25;52;55;22;7;16;74;60;38;27;60;46;22;6;63;62;73;25
198510380;1792; Facilities ;clos;523;0.407366071428571;0.592633928571429;1;48;2015;0;20;10;16;3;16;3;17;19;0;10;15;19;20;1;19;18;14;22;3;0;1;4;22;2;8;20;14;10;9;19;6;6;16;12;6;21;4;12;17;2;13;0;9;15;1;10;19
653757849;5101; Classique ;clos;1305;0.479905900803764;0.520094099196236;1;48;2015;17;18;42;48;14;4;7;12;4;24;8;48;54;35;55;9;16;50;38;45;0;50;10;22;25;1;11;34;20;42;0;13;25;27;34;26;35;24;13;21;46;48;38;52;53;29;37;21
507602082;5442; Classique ;clos;1650;0.345644983461963;0.654355016538037;1;48;2015;155;30;11;0;15;10;55;11;16;28;29;31;14;29;5;19;57;0;54;38;68;34;53;3;40;1;57;62;6;32;52;35;65;16;42;18;27;73;61;46;62;23;6;71;23;5;54;8
829789077;1843; Facilities ;clos;490;0.485621269669018;0.514378730330982;1;48;2015;14;7;0;17;17;12;11;8;11;0;17;16;19;7;10;12;8;9;15;11;18;0;5;4;18;7;17;5;10;3;14;17;2;16;16;8;9;4;14;0;0;0;18;16;16;17;14;1
852681450;3703; Classique ;clos;1110;0.357277882797732;0.642722117202268;1;48;2015;27;8;28;17;26;28;20;5;10;9;36;48;31;13;35;0;7;8;25;38;29;17;13;40;44;32;46;28;14;36;26;34;49;24;11;26;12;38;3;31;14;25;39;5;41;8;3;3
391409187;1449; Facilities ;clos;433;0.43064182194617;0.56935817805383;1;48;2015;42;12;6;16;1;9;8;0;2;4;12;8;4;4;0;8;4;8;9;8;11;11;5;0;17;6;1;10;4;16;2;12;15;11;10;4;10;9;11;10;7;13;12;6;8;17;17;13
120520053;1396; Facilities ;clos;498;0.326647564469914;0.673352435530086;1;48;2015;25;8;13;3;10;1;18;1;2;11;2;13;13;16;17;15;0;14;10;6;12;7;8;18;17;12;3;1;11;16;13;17;7;9;18;3;11;15;8;18;2;13;12;3;2;13;12;19
968493601;3416; Classique ;clos;969;0.432377049180328;0.567622950819672;1;48;2015;88;8;24;8;2;18;27;0;24;40;3;11;19;39;3;0;12;12;23;40;26;16;35;9;1;27;30;24;18;5;7;27;29;14;22;25;25;25;25;38;10;19;4;21;11;4;37;34
573720545;3860; Classique ;clos;956;0.434715025906736;0.565284974093264;1;48;2015;22;35;0;3;40;29;24;25;10;40;14;5;0;13;0;8;31;11;9;29;29;23;6;5;3;0;27;12;38;31;1;10;43;17;30;41;30;2;4;17;36;41;29;35;36;5;35;22
715787077;4604; Classique ;clos;1154;0.457645525629887;0.542354474370113;1;48;2015;19;19;4;27;20;20;12;5;15;20;34;50;5;27;50;49;13;20;35;45;29;16;31;50;46;12;31;20;0;23;26;3;0;23;25;32;52;21;9;44;35;20;12;7;20;29;37;12
135404437;3757; Classique ;clos;1135;0.420282140005323;0.579717859994677;1;48;2015;39;17;38;21;43;36;2;41;30;15;2;43;25;4;7;1;19;37;9;8;30;18;41;13;31;7;17;40;12;5;43;26;23;32;29;38;22;13;12;43;3;40;43;17;14;28;42;16
548764683;6965; Classique ;clos;2152;0.411916726489591;0.588083273510409;1;48;2015;18;35;81;28;75;77;10;20;70;49;82;29;23;51;73;29;60;37;13;53;77;55;29;35;71;17;33;33;76;14;40;40;85;43;43;7;67;80;37;77;51;72;63;30;3;2;27;32
144089952;5777; Classique ;clos;1639;0.438982170676822;0.561017829323178;1;48;2015;18;48;5;50;8;34;59;31;4;24;22;63;43;11;25;45;60;13;46;11;9;63;19;60;1;58;19;42;35;33;64;47;19;58;20;63;2;17;60;6;48;4;64;48;62;61;11;26
491654656;3118; Classique ;clos;950;0.304041051956382;0.695958948043618;1;48;2015;24;18;17;17;15;36;22;22;42;33;12;3;28;15;40;7;5;17;42;13;23;23;19;22;14;3;1;22;2;0;33;5;38;44;14;44;30;7;23;25;38;36;18;9;8;7;14;0
972240649;2190; Facilities ;clos;520;0.484474885844749;0.515525114155251;1;48;2015;0;21;6;0;11;13;9;8;16;17;14;11;1;13;19;17;18;3;0;6;12;22;22;8;10;21;16;5;1;11;3;12;18;4;21;14;2;4;10;23;9;8;18;1;3;9;23;7
676676351;4910; Classique ;clos;1192;0.481873727087576;0.518126272912424;1;48;2015;80;34;28;22;45;45;32;32;44;25;0;18;40;34;8;11;28;35;43;8;13;1;5;44;26;13;9;45;5;15;3;19;16;3;1;31;12;53;19;5;45;27;31;29;36;2;21;51
200711681;5623; Classique ;clos;1446;0.394807042504001;0.605192957495999;1;48;2015;12;16;59;43;61;27;0;21;40;35;18;16;5;55;23;5;14;20;61;28;0;12;32;32;53;54;20;26;45;12;7;37;54;40;52;8;18;23;52;11;40;19;41;68;60;21;18;32
350274319;3604; Classique ;clos;1246;0.359600443951165;0.640399556048835;1;48;2015;33;40;40;42;41;31;6;6;35;48;3;36;22;22;10;42;4;17;2;21;41;18;47;40;30;2;26;25;48;9;32;19;23;16;29;32;11;38;10;47;20;35;11;22;32;37;45;0
292171743;7481; Classique ;clos;2456;0.310118968052399;0.689881031947601;1;48;2015;18;34;83;7;88;90;74;41;55;68;104;29;3;31;76;77;52;66;101;14;45;27;45;20;1;75;97;3;87;87;16;63;1;85;77;34;64;54;45;45;40;52;101;54;30;43;52;2
564862428;1576; Facilities ;clos;466;0.343274111675127;0.656725888324873;1;48;2015;14;20;5;9;21;3;14;9;10;10;0;8;3;10;17;12;4;3;19;15;9;20;0;1;12;4;5;7;11;8;13;5;19;10;10;14;10;14;3;10;13;9;1;21;0;12;7;12
561648910;5396; Classique ;clos;1813;0.403632320237213;0.596367679762787;1;48;2015;58;64;43;52;63;53;34;17;42;53;31;28;29;65;41;59;20;30;52;61;60;21;31;43;65;55;44;38;3;4;2;36;18;51;19;10;37;20;65;49;12;2;3;51;34;55;42;48
866734870;4491; Classique ;clos;1213;0.401469605878424;0.598530394121576;1;48;2015;3;37;50;4;2;6;8;43;31;30;6;48;55;22;7;48;2;36;23;1;30;10;56;53;1;20;51;6;5;23;30;0;54;16;11;28;12;26;47;28;53;53;54;23;23;13;6;19
146710811;1455; Facilities ;clos;521;0.302405498281787;0.697594501718213;1;48;2015;14;9;15;7;1;16;0;8;3;3;19;12;21;21;19;3;10;0;9;8;13;11;13;13;9;17;18;12;4;13;13;5;14;4;1;19;20;16;7;2;12;15;8;19;6;13;19;7
